file_name,host,host_type,collection_date,country,province,expected_role,genotype
EPI_ISL_19608057,caspian_tern,wild bird,2022-07-07,USA,New York,american_anchor,B2.1
EPI_ISL_19608058,caspian_tern,wild bird,2022-07-27,USA,Washington,american_anchor,B4.1
EPI_ISL_19608059,caspian_tern,wild bird,2022-07-27,USA,Washington,american_anchor,B4.1
EPI_ISL_19608060,caspian_tern,wild bird,2022-06-02,USA,Wisconsin,american_anchor,B1.2
EPI_ISL_19608076,canada_goose,wild bird,2022-05-19,USA,Washington,american_anchor,B4.1
EPI_ISL_19608090,caspian_tern,wild bird,2022-06-02,USA,Wisconsin,american_anchor,B1.1
EPI_ISL_19608093,common_tern,wild bird,2022-06-10,USA,Maine,american_anchor,A2
EPI_ISL_19608102,common_tern,wild bird,2022-06-10,USA,Maine,american_anchor,A2
EPI_ISL_19608104,coopers_hawk,wild bird,2022-09-27,USA,Minnesota,american_anchor,B1.2
EPI_ISL_19608109,crested_caracara,wild bird,2022-04-04,USA,Florida,american_anchor,B1.1
EPI_ISL_19608115,common_tern,wild bird,2022-06-10,USA,Maine,american_anchor,A2
EPI_ISL_19608116,common_loon,?,2022-05-18,USA,Wyoming,american_anchor,B3.1
EPI_ISL_19608118,cinnamon_teal,wild bird,2022-08-17,USA,Utah,american_anchor,B2.1
EPI_ISL_19608119,cinnamon_teal,wild bird,2022-08-10,USA,Utah,american_anchor,B3.2
EPI_ISL_19608123,common_eider,wild bird,2022-06-13,USA,Massachusetts,american_anchor,A2
EPI_ISL_19608125,common_eider,wild bird,2022-06-10,USA,Massachusetts,american_anchor,A2
EPI_ISL_19608126,common_eider,wild bird,2022-06-10,USA,Massachusetts,american_anchor,A2
EPI_ISL_19608127,common_eider,wild bird,2022-06-10,USA,Massachusetts,american_anchor,A2
EPI_ISL_19608129,common_eider,wild bird,2022-06-10,USA,Massachusetts,american_anchor,A2
EPI_ISL_19608130,common_eider,wild bird,2022-06-10,USA,Massachusetts,american_anchor,A2
EPI_ISL_19608131,common_eider,wild bird,2022-06-10,USA,Massachusetts,american_anchor,A2
EPI_ISL_19608132,common_eider,wild bird,2022-06-10,USA,Maine,american_anchor,A2
EPI_ISL_19608138,common_eider,wild bird,2022-06-29,USA,New Hampshire,american_anchor,A2
EPI_ISL_19608141,caspian_tern,wild bird,2022-06-02,USA,Wisconsin,american_anchor,B1.1
EPI_ISL_19608603,black_vulture,wild bird,2022-08-23,USA,Georgia,american_anchor,B1.1
EPI_ISL_19608605,black_vulture,wild bird,2022-08-23,USA,Georgia,american_anchor,B1.1
EPI_ISL_19608618,great_horned_owl,wild bird,2022-07-22,USA,Nevada,american_anchor,B2.1
EPI_ISL_19660817,chicken,domesticated bird,2022-06-28,USA,Washington,american_anchor,B4.1
EPI_ISL_19660819,chicken,domesticated bird,2022-07-01,USA,Oregon,american_anchor,B4.1
EPI_ISL_19660821,chicken,domesticated bird,2022-07-05,USA,Nevada,american_anchor,B2.1
EPI_ISL_19660823,chicken,domesticated bird,2022-07-05,USA,Nevada,american_anchor,B2.1
EPI_ISL_19660825,chicken,domesticated bird,2022-07-08,USA,Oregon,american_anchor,B4.1
EPI_ISL_19660826,turkey,domesticated bird,2022-07-11,USA,Utah,american_anchor,B2.2
EPI_ISL_19660828,turkey,domesticated bird,2022-07-11,USA,Utah,american_anchor,B2.2
EPI_ISL_19660831,chicken,domesticated bird,2022-07-15,USA,Washington,american_anchor,B4.1
EPI_ISL_19660833,goose,wild bird,2022-07-15,USA,Washington,american_anchor,B4.1
EPI_ISL_19660835,goose,wild bird,2022-07-15,USA,Washington,american_anchor,B4.1
EPI_ISL_19660837,chicken,domesticated bird,2022-07-15,USA,Washington,american_anchor,B4.1
EPI_ISL_19660839,chicken,domesticated bird,2022-07-13,USA,Oregon,american_anchor,B4.1
EPI_ISL_19660841,turkey,domesticated bird,2022-07-13,USA,Oregon,american_anchor,B4.1
EPI_ISL_19660843,turkey,domesticated bird,2022-07-18,USA,Utah,american_anchor,B2.2
EPI_ISL_19712813,Gallus,domesticated bird,2022-08-22,USA,Washington,american_anchor,B4.1
EPI_ISL_19765916,chicken,domesticated bird,2022-09-27,USA,Pennsylvania,american_anchor,B1.3
EPI_ISL_19765921,chicken,domesticated bird,2022-04-19,USA,Pennsylvania,american_anchor,A1
EPI_ISL_19765923,chicken,domesticated bird,2022-05-04,USA,Pennsylvania,american_anchor,A1
EPI_ISL_19765924,chicken,domesticated bird,2022-05-04,USA,Pennsylvania,american_anchor,A1
EPI_ISL_19765927,chicken,domesticated bird,2022-08-10,USA,Pennsylvania,american_anchor,B1.1
EPI_ISL_19765928,chicken,domesticated bird,2022-09-18,USA,Pennsylvania,american_anchor,B1.3
EPI_ISL_20348232,Turkey,domesticated bird,2022-08-26,USA,California,american_anchor,B4.1
EPI_ISL_20348238,Turkey,domesticated bird,2022-08-24,USA,California,american_anchor,B4.1
EPI_ISL_20433861,chicken,domesticated bird,2022-02-11,USA,Kentucky,american_anchor,A1
EPI_ISL_20454280,Coscoroba_coscoroba,wild bird,2026-03-05,USA,Florida,american_anchor,Not assigned: Only 1 segments >98.0% match found of total 7 segments in input file
EPI_ISL_9869760,American_wigeon,wild bird,2021-12-30,USA,South Carolina,american_anchor,A1
EPI_ISL_9876777,American_blue-winged_teal,wild bird,2021-12-30,USA,South Carolina,american_anchor,A1
EPI_ISL_9880015,American_wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_9880019,mallard,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_9880021,northern_pintail,?,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_9880152,northern_shoveler,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_9880153,American_wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_9909371,turkey,domesticated bird,2022-02-07,USA,Indiana,american_anchor,A1
EPI_ISL_20387879,chicken,domesticated bird,2023-03-22,Ecuador,PASTAZA,flu_amazonia,Not assigned: Only 7 segments >98.0% match found of total 7 segments in input file
EPI_ISL_20450053,chicken,domesticated bird,2023-04-13,Ecuador,MORONA SANTIAGO,flu_amazonia,Not assigned: Only 4 segments >98.0% match found of total 4 segments in input file
EPI_ISL_20450054,chicken,domesticated bird,2023-04-02,Ecuador,NAPO,flu_amazonia,Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file
EPI_ISL_20450105,chicken,domesticated bird,2024-02-27,Ecuador,PASTAZA,flu_amazonia,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450120,chicken,domesticated bird,2023-04-02,Ecuador,NAPO,flu_amazonia,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450142,chicken,domesticated bird,2024-02-27,Ecuador,PASTAZA,flu_amazonia,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450143,chicken,domesticated bird,2024-02-27,Ecuador,PASTAZA,flu_amazonia,Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file
EPI_ISL_20450144,chicken,domesticated bird,2024-02-27,Ecuador,PASTAZA,flu_amazonia,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_16157545,chicken,domesticated bird,2022-11-25,Ecuador,,flu_costa,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_16161673,chicken,domesticated bird,2022-11-25,Ecuador,,flu_costa,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_16161675,chicken,domesticated bird,2022-11-25,Ecuador,,flu_costa,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17973443,wildbird-Fregata-magnificens,wild bird,2023-01-11,Ecuador,,flu_costa,B3.2
EPI_ISL_17973458,wildbird-Fregata-magnificens,wild bird,2023-01-11,Ecuador,,flu_costa,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_18137626,wildbird-Sula-nebouxii,wild bird,2023-05-18,Ecuador,,flu_costa,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18137671,wildbird-Sula-nebouxii,wild bird,2023-05-18,Ecuador,,flu_costa,Not assigned: Only 6 segments >98.0% match found of total 8 segments in input file
EPI_ISL_20450056,unknown,?,2023-06-01,Ecuador,SANTA ELENA,flu_costa,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450065,chicken,domesticated bird,2023-08-17,Ecuador,GUAYAS,flu_costa,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450066,booby,wild bird,2023-05-10,Ecuador,SANTAELENA,flu_costa,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450067,booby,wild bird,2023-05-27,Ecuador,SANTAELENA,flu_costa,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450068,shearwater,wild bird,2023-06-02,Ecuador,MANABI,flu_costa,Not assigned: Only 5 segments >98.0% match found of total 5 segments in input file
EPI_ISL_20450069,puffinus_sp.,wild bird,2023-05-30,Ecuador,SANTA ELENA,flu_costa,Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file
EPI_ISL_20450070,tern,wild bird,2023-05-31,Ecuador,ESMERALDAS,flu_costa,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450071,shearwater,wild bird,2023-06-06,Ecuador,MANABI,flu_costa,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450072,shearwater,wild bird,2023-07-11,Ecuador,GUAYAS,flu_costa,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450073,shearwater,wild bird,2023-07-11,Ecuador,GUAYAS,flu_costa,Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file
EPI_ISL_20450074,frigatebird,wild bird,2023-10-31,Ecuador,GUAYAS,flu_costa,Not assigned: Only 7 segments >98.0% match found of total 7 segments in input file
EPI_ISL_20450075,frigatebird,wild bird,2023-10-31,Ecuador,GUAYAS,flu_costa,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450076,frigatebird,wild bird,2023-10-31,Ecuador,GUAYAS,flu_costa,B3.2
EPI_ISL_20450096,frigatebird,wild bird,2023-10-31,Ecuador,GUAYAS,flu_costa,Not assigned: Only 7 segments >98.0% match found of total 7 segments in input file
EPI_ISL_20450097,frigatebird,wild bird,2023-10-31,Ecuador,GUAYAS,flu_costa,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450099,frigatebird,wild bird,2023-12-06,Ecuador,MANABI,flu_costa,Not assigned: Only 5 segments >98.0% match found of total 5 segments in input file
EPI_ISL_20450137,chicken,domesticated bird,2023-08-17,Ecuador,GUAYAS,flu_costa,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20386477,chicken,domesticated bird,2023-01-20,Ecuador,TUNGURAHUA,flu_sierra,B3.2
EPI_ISL_20387860,chicken,domesticated bird,2022-12-02,Ecuador,COTOPAXI,flu_sierra,B3.2
EPI_ISL_20387861,chicken,domesticated bird,2022-12-02,Ecuador,COTOPAXI,flu_sierra,B3.2
EPI_ISL_20387862,chicken,domesticated bird,2022-12-13,Ecuador,COTOPAXI,flu_sierra,B3.2
EPI_ISL_20387863,chicken,domesticated bird,2022-12-13,Ecuador,COTOPAXI,flu_sierra,B3.2
EPI_ISL_20387864,chicken,domesticated bird,2022-12-14,Ecuador,COTOPAXI,flu_sierra,B3.2
EPI_ISL_20387865,chicken,domesticated bird,2022-12-14,Ecuador,COTOPAXI,flu_sierra,B3.2
EPI_ISL_20387866,chicken,domesticated bird,2023-01-07,Ecuador,COTOPAXI,flu_sierra,B3.2
EPI_ISL_20387867,chicken,domesticated bird,2023-01-07,Ecuador,COTOPAXI,flu_sierra,B3.2
EPI_ISL_20387868,chicken,domesticated bird,2023-01-12,Ecuador,TUNGURAHUA,flu_sierra,B3.2
EPI_ISL_20387869,chicken,domesticated bird,2023-01-18,Ecuador,PICHINCHA,flu_sierra,B3.2
EPI_ISL_20387870,chicken,domesticated bird,2023-01-18,Ecuador,PICHINCHA,flu_sierra,B3.2
EPI_ISL_20387871,chicken,domesticated bird,2023-01-18,Ecuador,PICHINCHA,flu_sierra,B3.2
EPI_ISL_20387872,chicken,domesticated bird,2023-01-18,Ecuador,PICHINCHA,flu_sierra,B3.2
EPI_ISL_20387873,chicken,domesticated bird,2023-01-19,Ecuador,COTOPAXI,flu_sierra,B3.2
EPI_ISL_20387874,chicken,domesticated bird,2023-01-19,Ecuador,COTOPAXI,flu_sierra,B3.2
EPI_ISL_20387875,chicken,domesticated bird,2023-01-19,Ecuador,COTOPAXI,flu_sierra,B3.2
EPI_ISL_20387876,chicken,domesticated bird,2023-01-19,Ecuador,COTOPAXI,flu_sierra,B3.2
EPI_ISL_20387877,chicken,domesticated bird,2023-02-19,Ecuador,AZUAY,flu_sierra,B3.2
EPI_ISL_20387878,chicken,domesticated bird,2023-02-19,Ecuador,AZUAY,flu_sierra,B3.2
EPI_ISL_20450055,chicken,domesticated bird,2023-01-20,Ecuador,TUNGURAHUA,flu_sierra,Not assigned: Only 5 segments >98.0% match found of total 5 segments in input file
EPI_ISL_20450057,duck,wild bird,2023-07-24,Ecuador,TUNGURAHUA,flu_sierra,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450058,chicken,domesticated bird,2023-07-28,Ecuador,COTOPAXI,flu_sierra,B3.2
EPI_ISL_20450059,chicken,domesticated bird,2023-07-28,Ecuador,COTOPAXI,flu_sierra,B3.2
EPI_ISL_20450060,chicken,domesticated bird,2023-07-24,Ecuador,TUNGURAHUA,flu_sierra,Not assigned: Only 7 segments >98.0% match found of total 7 segments in input file
EPI_ISL_20450061,chicken,domesticated bird,2023-07-28,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450062,chicken,domesticated bird,2023-08-03,Ecuador,PICHINCHA,flu_sierra,Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file
EPI_ISL_20450063,chicken,domesticated bird,2023-08-03,Ecuador,PICHINCHA,flu_sierra,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450064,chicken,domesticated bird,2023-08-03,Ecuador,PICHINCHA,flu_sierra,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450077,chicken,domesticated bird,2022-11-25,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450078,chicken,domesticated bird,2022-11-25,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450079,chicken,domesticated bird,2022-12-16,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450080,chicken,domesticated bird,2022-12-16,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file
EPI_ISL_20450081,chicken,domesticated bird,2023-01-08,Ecuador,BOLIVAR,flu_sierra,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450082,chicken,domesticated bird,2023-01-13,Ecuador,TUNGURAHUA,flu_sierra,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450083,chicken,domesticated bird,2023-01-13,Ecuador,TUNGURAHUA,flu_sierra,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450084,chicken,domesticated bird,2023-01-18,Ecuador,PICHINCHA,flu_sierra,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450085,chicken,domesticated bird,2023-01-19,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450086,chicken,domesticated bird,2022-11-25,Ecuador,COTOPAXI,flu_sierra,B3.2
EPI_ISL_20450087,chicken,domesticated bird,2022-11-25,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 7 segments >98.0% match found of total 7 segments in input file
EPI_ISL_20450088,chicken,domesticated bird,2022-12-02,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 6 segments >98.0% match found of total 7 segments in input file
EPI_ISL_20450089,chicken,domesticated bird,2022-12-13,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 7 segments >98.0% match found of total 7 segments in input file
EPI_ISL_20450090,chicken,domesticated bird,2022-12-13,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 7 segments >98.0% match found of total 7 segments in input file
EPI_ISL_20450091,chicken,domesticated bird,2023-12-28,Ecuador,BOLIVAR,flu_sierra,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450092,chicken,domesticated bird,2023-01-07,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 6 segments >98.0% match found of total 6 segments in input file
EPI_ISL_20450093,chicken,domesticated bird,2023-01-07,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 4 segments >98.0% match found of total 4 segments in input file
EPI_ISL_20450094,chicken,domesticated bird,2023-01-07,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 7 segments >98.0% match found of total 7 segments in input file
EPI_ISL_20450095,chicken,domesticated bird,2023-01-07,Ecuador,COTOPAXI,flu_sierra,B3.2
EPI_ISL_20450098,duck,wild bird,2023-01-08,Ecuador,BOLIVAR,flu_sierra,Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file
EPI_ISL_20450100,chicken,domesticated bird,2023-01-07,Ecuador,BOLIVAR,flu_sierra,Not assigned: Only 6 segments >98.0% match found of total 7 segments in input file
EPI_ISL_20450101,chicken,domesticated bird,2023-01-12,Ecuador,TUNGURAHUA,flu_sierra,B3.2
EPI_ISL_20450102,chicken,domesticated bird,2023-01-12,Ecuador,TUNGURAHUA,flu_sierra,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450103,chicken,domesticated bird,2023-01-16,Ecuador,TUNGURAHUA,flu_sierra,Not assigned: Only 6 segments >98.0% match found of total 6 segments in input file
EPI_ISL_20450104,chicken,domesticated bird,2023-01-16,Ecuador,TUNGURAHUA,flu_sierra,B3.2
EPI_ISL_20450106,chicken,domesticated bird,2023-01-19,Ecuador,COTOPAXI,flu_sierra,B3.2
EPI_ISL_20450107,chicken,domesticated bird,2023-01-19,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450108,chicken,domesticated bird,2023-01-19,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 4 segments >98.0% match found of total 4 segments in input file
EPI_ISL_20450109,chicken,domesticated bird,2023-01-19,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 7 segments >98.0% match found of total 7 segments in input file
EPI_ISL_20450110,chicken,domesticated bird,2023-01-19,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 2 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450111,chicken,domesticated bird,2023-01-19,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450112,chicken,domesticated bird,2023-01-20,Ecuador,TUNGURAHUA,flu_sierra,Not assigned: Only 4 segments >98.0% match found of total 4 segments in input file
EPI_ISL_20450113,chicken,domesticated bird,2023-01-20,Ecuador,TUNGURAHUA,flu_sierra,Not assigned: Only 5 segments >98.0% match found of total 5 segments in input file
EPI_ISL_20450114,chicken,domesticated bird,2023-01-20,Ecuador,TUNGURAHUA,flu_sierra,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450115,chicken,domesticated bird,2023-01-24,Ecuador,TUNGURAHUA,flu_sierra,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450116,chicken,domesticated bird,2023-01-24,Ecuador,TUNGURAHUA,flu_sierra,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450117,chicken,domesticated bird,2023-02-19,Ecuador,AZUAY,flu_sierra,B3.2
EPI_ISL_20450118,chicken,domesticated bird,2023-02-27,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450119,chicken,domesticated bird,2023-02-27,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450121,condor,wild bird,2025-02-05,Ecuador,IMBABURA,flu_sierra,Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file
EPI_ISL_20450122,condor,wild bird,2025-02-05,Ecuador,IMBABURA,flu_sierra,Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file
EPI_ISL_20450123,condor,wild bird,2025-02-05,Ecuador,IMBABURA,flu_sierra,Not assigned: Only 1 segments >98.0% match found of total 2 segments in input file
EPI_ISL_20450124,vulture,wild bird,2025-02-05,Ecuador,IMBABURA,flu_sierra,Not assigned: Only 0 segments >98.0% match found of total 4 segments in input file
EPI_ISL_20450128,condor,wild bird,2025-02-24,Ecuador,PICHINCHA,flu_sierra,Not assigned: Only 0 segments >98.0% match found of total 2 segments in input file
EPI_ISL_20450130,condor,wild bird,2025-02-24,Ecuador,PICHINCHA,flu_sierra,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450131,condor,wild bird,2025-02-24,Ecuador,PICHINCHA,flu_sierra,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450132,condor,wild bird,2025-02-24,Ecuador,PICHINCHA,flu_sierra,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450133,condor,wild bird,2025-02-24,Ecuador,PICHINCHA,flu_sierra,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450135,chicken,domesticated bird,2023-07-28,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_20450136,chicken,domesticated bird,2023-07-28,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file
EPI_ISL_20450139,chicken,domesticated bird,2023-07-24,Ecuador,TUNGURAHUA,flu_sierra,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_20450140,chicken,domesticated bird,2023-07-28,Ecuador,COTOPAXI,flu_sierra,Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file
EPI_ISL_16013752,Pelican,wild bird,2022-11-25,Venezuela,,regional_context,B2.2
EPI_ISL_16013753,Pelican,wild bird,2022-11-25,Venezuela,,regional_context,B2.2
EPI_ISL_16249681,chicken,domesticated bird,2022-11-28,Peru,,regional_context,B3.2
EPI_ISL_16249730,chicken,domesticated bird,2022-11-29,Peru,,regional_context,B3.2
EPI_ISL_16631973,Pelican,wild bird,2022-12-12,Venezuela,,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_16701840,Pelecanus_occidentalis,wild bird,2022-12-15,Venezuela,,regional_context,B2.2
EPI_ISL_16854397,Pelecanus_occidentalis,wild bird,2022-11-25,Venezuela,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_16854405,Pelecanus_occidentalis,wild bird,2022-11-25,Venezuela,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_16891400,gray_gull,wild bird,2022-12-02,Chile,,regional_context,B3.2
EPI_ISL_16891402,black_skimmer,wild bird,2022-12-02,Chile,,regional_context,B3.2
EPI_ISL_17011956,Pelican,wild bird,2022-12-06,Chile,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17011957,Pelican,wild bird,2022-12-06,Chile,,regional_context,B3.2
EPI_ISL_17011958,Gull,wild bird,2022-12-07,Chile,,regional_context,B3.2
EPI_ISL_17011959,Pelican,wild bird,2022-12-06,Chile,,regional_context,B3.2
EPI_ISL_17011961,Pelican,wild bird,2022-12-05,Chile,,regional_context,B3.2
EPI_ISL_17011962,Pelican,wild bird,2022-12-05,Chile,,regional_context,B3.2
EPI_ISL_17011963,Pelican,wild bird,2022-12-06,Chile,,regional_context,B3.2
EPI_ISL_17011964,Gull,wild bird,2022-12-07,Chile,,regional_context,B3.2
EPI_ISL_17012018,Pelican,wild bird,2022-12-07,Chile,,regional_context,B3.2
EPI_ISL_17050893,Pelican,wild bird,2022-12-07,Chile,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17099964,Pelecanus,wild bird,2022-12-01,Peru,,regional_context,Not assigned: Only 7 segments >98.0% match found of total 7 segments in input file
EPI_ISL_17165223,Pelecanus,wild bird,2022-12-01,Peru,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17353507,chicken,domesticated bird,2022-11-08,Colombia,Bolivar,regional_context,B3.2
EPI_ISL_17353508,chicken,domesticated bird,2022-11-13,Colombia,Choco,regional_context,B1.3
EPI_ISL_17353509,chicken,domesticated bird,2022-11-01,Colombia,Choco,regional_context,B1.3
EPI_ISL_17353510,chicken,domesticated bird,2022-11-26,Argentina,Cordoba,regional_context,B3.2
EPI_ISL_17353838,chicken,domesticated bird,2022-11-18,Colombia,Magdalena,regional_context,B3.2
EPI_ISL_17353839,duck,wild bird,2022-10-09,Colombia,Choco,regional_context,B1.3
EPI_ISL_17660070,chicken,domesticated bird,2022-11-11,Peru,,regional_context,B3.2
EPI_ISL_17660071,chicken,domesticated bird,2022-11-11,Peru,,regional_context,B3.2
EPI_ISL_17660072,chicken,domesticated bird,2022-11-11,Peru,,regional_context,B3.2
EPI_ISL_17660073,owl,wild bird,2022-11-11,Peru,,regional_context,B3.2
EPI_ISL_17660074,brown_booby,wild bird,2022-11-11,Peru,,regional_context,B3.2
EPI_ISL_17777525,peruvian_booby,wild bird,2023-04-03,Peru,,regional_context,B3.2
EPI_ISL_17777526,peruvian_booby,wild bird,2023-03-20,Peru,,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_17777527,gull,wild bird,2023-03-16,Peru,,regional_context,B3.2
EPI_ISL_17777528,peruvian_booby,wild bird,2023-03-17,Peru,,regional_context,B3.2
EPI_ISL_17777529,peruvian_booby,wild bird,2023-03-17,Peru,,regional_context,B3.2
EPI_ISL_17777530,guanay_cormorant,wild bird,2023-03-17,Peru,,regional_context,B3.2
EPI_ISL_17777531,sea_lion,wild mammal,2023-03-07,Peru,,regional_context,B3.2
EPI_ISL_17777532,sea_lion,wild mammal,2023-03-07,Peru,,regional_context,B3.2
EPI_ISL_17777533,peruvian_booby,wild bird,2023-04-12,Peru,,regional_context,B3.2
EPI_ISL_17805986,chicken,domesticated bird,2022-12-18,Peru,,regional_context,B3.2
EPI_ISL_17805987,chicken,domesticated bird,2022-11-18,Peru,,regional_context,B3.2
EPI_ISL_17805988,chicken,domesticated bird,2022-11-28,Peru,,regional_context,B3.2
EPI_ISL_17805989,chicken,domesticated bird,2022-12-01,Peru,,regional_context,B3.2
EPI_ISL_17805990,chicken,domesticated bird,2022-12-01,Peru,,regional_context,B3.2
EPI_ISL_17805991,chicken,domesticated bird,2022-12-03,Peru,,regional_context,B3.2
EPI_ISL_17805992,chicken,domesticated bird,2022-12-03,Peru,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17805993,chicken,domesticated bird,2022-12-28,Peru,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
