Strain	Genotype	Genotype List Used, >=98.0%	Genotype Sample Title List	Genotype Percent Match List	Genotype Mismatch List	Genotype Average Depth of Coverage List	Date run
A/Pelican/OHiggins/233663-1/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.47%, 99.38%, 99.28%, 99.49%, 99.18%, 99.13%, 99.29%, 99.67%	12, 14, 6, 5, 14, 13, 10, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-48-53
A/peruvian_booby/Peru/LIM-INS-004/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.34%, 99.12%, 99.24%, 99.19%, 99.00%, 99.13%, 99.43%, 99.53%	15, 20, 6, 8, 17, 13, 8, 10	Ran on FASTA - No Coverage Report	2026-05-29_14-48-53
A/wildbird-Fregata-magnificens/Ecuador/IC03-4587/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.47%, 99.43%, 99.28%, 99.39%, 99.35%, 99.33%, 99.22%, 99.67%	12, 13, 6, 6, 11, 10, 11, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-48-53
A/Mergus/Minnesota/USDA-011231-001/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.87%, 99.78%, 99.40%, 100.00%, 99.77%, 99.80%, 99.72%, 99.86%	3, 5, 5, 0, 4, 3, 4, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-48-53
A/red-tailed_hawk/Kansas/W22-198/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.96%, 99.96%, 99.64%, 100.00%, 99.82%, 100.00%, 99.93%, 99.91%	1, 1, 3, 0, 3, 0, 1, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-48-53
A/snow_goose/Minnesota/22-037628-002/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.21%, 99.43%, 99.76%, 99.39%, 99.35%, 99.60%, 99.29%, 99.58%	18, 13, 2, 6, 11, 6, 10, 9	Ran on FASTA - No Coverage Report	2026-05-29_14-48-53
A/Pelecanus_thagus/Ica/UPCH_4437/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.52%, 99.29%, 99.19%, 99.39%, 99.18%, 99.06%, 99.43%, 99.67%	11, 16, 6, 6, 14, 14, 8, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-48-53
A/chicken/Peru/AIS0542/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.39%, 99.38%, 99.40%, 99.29%, 99.24%, 99.13%, 99.36%, 99.58%	11, 14, 5, 7, 13, 13, 9, 9	Ran on FASTA - No Coverage Report	2026-05-29_14-48-53
A/Thalasseus_maximus/Rio_Grande_do_Sul/2177-N/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.25%, 98.90%, 99.17%, 98.88%, 97.64%, 98.93%, 99.22%, 99.16%	17, 16, 7, 11, 42, 16, 11, 12	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/sanderling/MA/22HP00191/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.61%, 99.87%, 99.64%, 99.80%, 99.82%, 99.53%, 99.72%, 99.81%	9, 3, 3, 2, 3, 7, 4, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/mallard_duck/Tennessee/CEIRR-309/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	100.00%, 99.96%, 99.88%, 100.00%, 99.88%, 99.93%, 99.93%, 100.00%	0, 1, 1, 0, 2, 1, 1, 0	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/black_vulture/Florida/22-019713-001/2022	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.65%, 99.78%, 99.88%, 99.80%, 99.59%, 99.73%, 99.57%, 99.49%	8, 5, 1, 2, 7, 4, 6, 11	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/Turkey/Chile/245562-2/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.17%, 99.30%, 99.40%, 99.29%, 97.86%, 98.93%, 99.36%, 99.44%	19, 16, 5, 7, 38, 16, 9, 12	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/turkey/South_Dakota/USDA-008483-001/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.83%, 99.87%, 99.88%, 99.80%, 99.88%, 99.80%, 99.93%, 99.91%	4, 3, 1, 2, 2, 3, 1, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/sharp_shinned_hawk/Wyoming/22-015514-002/2022	B4.1	PB2:am2.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.3, NA:ea1, PA:ea1	am2.2:22-010445-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.3:22-010445-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.87%, 99.87%, 99.52%, 100.00%, 99.82%, 99.80%, 99.57%, 100.00%	3, 3, 4, 0, 3, 3, 6, 0	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/Sula_variegata/Ica/UPCH_4494/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.39%, 99.16%, 99.16%, 99.28%, 99.06%, 99.13%, 99.36%, 99.53%	14, 19, 7, 7, 16, 13, 9, 10	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/chicken/Chaco/516-4/2025	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file	MP:ea1, HA:ea1, NP:am1.1, NA:ea1	am23:24-010726-001:PB2, am2:22-031266-001:PB1, am1.3:22-008760-007:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1b:23-002693-004:PA	83.17%, 89.14%, 91.77%, 98.88%, 98.36%, 98.40%, 98.30%, 85.96%	382, 245, 69, 11, 28, 24, 24, 302	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/turkey/Indiana/22-003707-003/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	100.00%, 100.00%, 100.00%, 100.00%, 100.00%, 100.00%, 100.00%, 100.00%	0, 0, 0, 0, 0, 0, 0, 0	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/Cygnus_atratus/SapucaiaSulBR/1246-N5-2025/2025	Not assigned: Only 3 segments >98.0% match found of total 8 segments in input file	MP:ea1, NP:am1.1, NA:ea1	am2.1:EPI-ISL-20215425:PB2, am2:22-031266-001:PB1, am1.3:22-008760-007:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:EPI-ISL-20215425:PA	85.79%, 89.10%, 91.41%, 98.68%, 97.13%, 98.13%, 98.23%, 86.12%	329, 246, 72, 13, 51, 28, 25, 310	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/Pelecanus_occidentalis/Venezuela/Inf41/2023	B2.2	PB2:am1.2, PB1:ea1, NS:am1.2, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, am1.2:22-010668-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.49%, 99.47%, 99.40%, 99.80%, 99.47%, 99.53%, 99.43%, 99.40%	11, 12, 5, 2, 9, 7, 8, 6	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/Sanderling/Arica_y_Parinacota/230758-1/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.43%, 99.25%, 99.28%, 99.49%, 99.24%, 99.20%, 99.50%, 99.63%	10, 17, 6, 5, 13, 12, 7, 8	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/pheasant/New_York/22-009066-001/2022	Minor14	PB2:am2.3.1, PB1:am2, NS:am1.3, MP:ea1, HA:ea1, NP:am2, NA:ea1, PA:am2	am2.3.1:22-008760-007:PB2, am2:22-008760-007:PB1, am1.3:22-008760-007:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am2:22-008760-007:NP, ea1:22-003707-003:NA, am2:22-008760-007:PA	99.96%, 100.00%, 100.00%, 99.90%, 99.47%, 100.00%, 99.79%, 99.95%	1, 0, 0, 1, 9, 0, 3, 1	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/turkey/Iowa/USDA-010132-001/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.87%, 99.76%, 99.80%, 99.94%, 100.00%, 99.93%, 99.95%	5, 3, 2, 2, 1, 0, 1, 1	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/pelican/Peru/AIS0541/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.58%, 99.38%, 99.17%, 99.19%, 99.41%, 99.20%, 99.29%, 99.67%	5, 14, 7, 8, 10, 12, 10, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/great_horned_owl/Wisconsin/22-014371-001/2022	B1.2	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:am1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, am1:22-008890-001:PA	99.69%, 99.60%, 99.88%, 99.80%, 99.77%, 99.60%, 99.72%, 99.81%	7, 9, 1, 2, 4, 6, 4, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/bald_eagle/Florida/W22-191/2022	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	98.11%, 94.28%, 99.88%, 100.00%, 99.88%, 99.27%, 99.93%, 98.98%	43, 130, 1, 0, 2, 11, 1, 22	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/Mallard/New_Hampshire/USDA-003417-047/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.74%, 99.78%, 99.76%, 99.90%, 99.65%, 99.87%, 99.86%, 99.81%	6, 5, 2, 1, 6, 2, 2, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/goose/Utah/22-018176-003/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.65%, 99.52%, 99.76%, 99.80%, 99.82%, 99.73%, 99.72%, 99.77%	8, 11, 2, 2, 3, 4, 4, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/avian/Chile/271672/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.39%, 98.81%, 98.69%, 99.29%, 97.86%, 98.93%, 99.29%, 99.53%	14, 27, 11, 7, 38, 16, 10, 10	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/goose/Idaho/22-014944-001/2022	B3.1	PB2:am2.1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.83%, 99.82%, 99.52%, 99.90%, 99.59%, 99.87%, 99.64%, 99.86%	4, 4, 4, 1, 7, 2, 5, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/American_Wigeon/North_Carolina/USDA-003439-003/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.91%, 99.91%, 99.76%, 100.00%, 99.71%, 99.87%, 99.86%, 99.86%	2, 2, 2, 0, 5, 2, 2, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/chicken/Cochabamba/39476/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.43%, 99.25%, 99.17%, 99.39%, 97.97%, 99.20%, 99.22%, 99.30%	13, 17, 7, 6, 36, 12, 11, 15	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/american_crow/MA/22HP00149/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.61%, 99.82%, 99.64%, 99.69%, 99.88%, 99.53%, 99.72%, 99.81%	9, 4, 3, 3, 2, 7, 4, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/wood_duck/Michigan/22-019205-007/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.91%, 99.96%, 99.76%, 99.80%, 99.65%, 99.73%, 99.86%, 99.91%	2, 1, 2, 2, 6, 4, 2, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/red_tailed_hawk/Wyoming/22-016273-001/2022	B4.1	PB2:am2.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.3, NA:ea1, PA:ea1	am2.2:22-010445-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.3:22-010445-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.83%, 99.87%, 99.52%, 100.00%, 99.82%, 99.80%, 99.57%, 100.00%	4, 3, 4, 0, 3, 3, 6, 0	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/black_vulture/Florida/22-021012-002/2022	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.65%, 99.87%, 99.64%, 99.69%, 99.53%, 99.67%, 99.57%, 99.49%	8, 3, 3, 3, 8, 5, 6, 11	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/Gadwall/South_Carolina/USDA-001743-003/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.87%, 99.91%, 99.88%, 100.00%, 99.77%, 99.87%, 99.79%, 99.91%	3, 2, 1, 0, 4, 2, 3, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/common_eider/Maine/22-022234-001/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.56%, 99.96%, 99.40%, 99.80%, 99.71%, 99.40%, 99.64%, 99.63%	10, 1, 5, 2, 5, 9, 5, 8	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/black_vulture/Florida/22-024355-004/2022	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.56%, 99.82%, 99.88%, 99.80%, 99.41%, 99.67%, 99.36%, 99.35%	10, 4, 1, 2, 10, 5, 9, 14	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/great_horned_owl/Minnesota/22-013663-005/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.87%, 99.87%, 99.64%, 100.00%, 99.65%, 99.87%, 99.86%, 99.86%	3, 3, 3, 0, 6, 2, 2, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/Chicken/Argentina/2305-6/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.21%, 99.03%, 99.05%, 99.29%, 99.00%, 99.06%, 99.22%, 99.63%	18, 22, 8, 7, 17, 14, 11, 8	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/Chicken/Argentina/747-1/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.30%, 99.30%, 99.40%, 99.29%, 99.00%, 99.27%, 99.29%, 99.53%	16, 16, 5, 7, 17, 11, 10, 10	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/Snow_Goose/Missouri/USDA-006328-011/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.91%, 99.91%, 99.88%, 100.00%, 99.77%, 100.00%, 99.93%, 99.86%	2, 2, 1, 0, 4, 0, 1, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/avian/Chile/275683/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.21%, 99.25%, 98.69%, 98.88%, 97.69%, 98.86%, 99.22%, 99.30%	18, 17, 11, 11, 41, 17, 11, 15	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
